account,date,fraud,merchant
A990,2015-01-03,False,M10
A990,2015-01-03,False,M20
A990,2015-01-03,False,M68
A991,2015-01-03,False,M60
A991,2015-01-03,False,M11
A991,2015-01-03,False,M17
A991,2015-01-03,False,M53
A992,2015-01-03,False,M76
A992,2015-01-03,False,M48
A993,2015-01-03,False,M85
A993,2015-01-03,False,M23
A993,2015-01-03,False,M89
A993,2015-01-03,False,M18
A994,2015-01-03,False,M39
A994,2015-01-03,False,M49
A994,2015-01-03,False,M19
A995,2015-01-03,False,M80
A995,2015-01-03,False,M20
A996,2015-01-03,False,M5
A996,2015-01-03,False,M96
A996,2015-01-03,False,M63
A996,2015-01-03,False,M28
A996,2015-01-03,False,M0
A997,2015-01-03,False,M73
A997,2015-01-03,False,M57
A998,2015-01-03,False,M76
A998,2015-01-03,False,M91
A998,2015-01-03,True,M2
A999,2015-01-03,False,M90
A999,2015-01-03,False,M28
A999,2015-01-03,False,M73
A0,2015-01-04,False,M14
A0,2015-01-04,False,M1
A1,2015-01-04,False,M26
A1,2015-01-04,False,M1
A1,2015-01-04,False,M76
A2,2015-01-04,False,M17
A3,2015-01-04,False,M2
A3,2015-01-04,False,M98
A3,2015-01-04,False,M51
A3,2015-01-04,False,M39
A4,2015-01-04,False,M79
A4,2015-01-04,False,M51
A4,2015-01-04,False,M71
A5,2015-01-04,False,M93
A5,2015-01-04,False,M39
A5,2015-01-04,False,M0
A6,2015-01-04,False,M76
A6,2015-01-04,False,M45
A6,2015-01-04,False,M55
A6,2015-01-04,False,M17
A7,2015-01-04,False,M11
A7,2015-01-04,False,M82
A7,2015-01-04,False,M95
A8,2015-01-04,False,M46
A8,2015-01-04,False,M32
A8,2015-01-04,False,M44
A8,2015-01-04,False,M60
A8,2015-01-04,False,M17
A8,2015-01-04,False,M71
A9,2015-01-04,False,M48
A9,2015-01-04,False,M31
A9,2015-01-04,False,M80
A9,2015-01-04,False,M61
A9,2015-01-04,False,M0
A10,2015-01-04,False,M85
A11,2015-01-04,False,M46
A11,2015-01-04,False,M80
A11,2015-01-04,False,M39
A12,2015-01-04,False,M71
A12,2015-01-04,False,M30
A13,2015-01-04,False,M9
A13,2015-01-04,False,M55
A13,2015-01-04,False,M44
A14,2015-01-04,False,M43
A14,2015-01-04,False,M70
A15,2015-01-04,False,M69
A15,2015-01-04,False,M40
A15,2015-01-04,False,M95
A16,2015-01-04,False,M48
A16,2015-01-04,False,M57
A17,2015-01-04,False,M99
A17,2015-01-04,False,M5
A17,2015-01-04,False,M17
A17,2015-01-04,False,M17
A17,2015-01-04,True,M81
A19,2015-01-04,False,M91
A19,2015-01-04,False,M86
A19,2015-01-04,False,M2
A19,2015-01-04,False,M26
A19,2015-01-04,False,M14
A21,2015-01-04,False,M35
A21,2015-01-04,False,M35
A21,2015-01-04,False,M78
A21,2015-01-04,False,M15
A21,2015-01-04,False,M63
A22,2015-01-04,False,M39
A23,2015-01-04,False,M14
A24,2015-01-04,False,M85
A25,2015-01-04,False,M54
A25,2015-01-04,False,M36
A25,2015-01-04,False,M84
A25,2015-01-04,False,M3
A26,2015-01-04,False,M85
A26,2015-01-04,False,M23
A26,2015-01-04,False,M79
A26,2015-01-04,False,M1
A26,2015-01-04,False,M4
A27,2015-01-04,False,M49
A27,2015-01-04,False,M79
A27,2015-01-04,False,M41
A27,2015-01-04,False,M96
A27,2015-01-04,False,M59
A27,2015-01-04,False,M82
A28,2015-01-04,False,M35
A28,2015-01-04,False,M25
A28,2015-01-04,False,M40
A29,2015-01-04,False,M52
A30,2015-01-04,False,M27
A30,2015-01-04,False,M30
A30,2015-01-04,False,M45
A30,2015-01-04,False,M50
A31,2015-01-04,False,M47
A31,2015-01-04,False,M2
A31,2015-01-04,False,M48
A32,2015-01-04,False,M62
A32,2015-01-04,False,M9
A32,2015-01-04,False,M30
A33,2015-01-04,False,M54
A33,2015-01-04,False,M11
A33,2015-01-04,False,M3
A34,2015-01-04,False,M5
A35,2015-01-04,False,M13
A35,2015-01-04,False,M31
A36,2015-01-04,False,M51
A36,2015-01-04,False,M4
A37,2015-01-04,False,M98
A37,2015-01-04,False,M89
A37,2015-01-04,False,M5
A37,2015-01-04,False,M59
A37,2015-01-04,False,M69
A37,2015-01-04,False,M61
A37,2015-01-04,False,M59
A38,2015-01-04,False,M70
A38,2015-01-04,False,M64
A38,2015-01-04,False,M26
A39,2015-01-04,False,M76
A40,2015-01-04,False,M19
A40,2015-01-04,False,M67
A40,2015-01-04,False,M38
A41,2015-01-04,False,M16
A41,2015-01-04,False,M31
A41,2015-01-04,False,M55
A42,2015-01-04,False,M6
A42,2015-01-04,False,M4
A42,2015-01-04,False,M82
A43,2015-01-04,False,M81
A44,2015-01-04,False,M62
A44,2015-01-04,False,M64
A45,2015-01-04,False,M96
A45,2015-01-04,False,M56
A45,2015-01-04,False,M7
A45,2015-01-04,False,M58
A46,2015-01-04,False,M40
A46,2015-01-04,False,M2
A47,2015-01-04,False,M6
A47,2015-01-04,False,M14
A48,2015-01-04,False,M72
A48,2015-01-04,False,M76
A48,2015-01-04,False,M88
A48,2015-01-04,False,M92
A48,2015-01-04,False,M8
A49,2015-01-04,False,M42
A49,2015-01-04,False,M67
A49,2015-01-04,False,M74
A49,2015-01-04,False,M59
A50,2015-01-04,False,M86
A50,2015-01-04,False,M98
A50,2015-01-04,False,M94
A51,2015-01-04,False,M11
A51,2015-01-04,False,M10
A51,2015-01-04,False,M53
A51,2015-01-04,False,M47
A51,2015-01-04,False,M1
A51,2015-01-04,False,M52
A52,2015-01-04,False,M98
A52,2015-01-04,False,M58
A52,2015-01-04,False,M3
A52,2015-01-04,False,M28
A52,2015-01-04,False,M84
A53,2015-01-04,False,M95
A53,2015-01-04,False,M59
A54,2015-01-04,True,M54
A55,2015-01-04,False,M31
A55,2015-01-04,False,M28
A55,2015-01-04,False,M20
A55,2015-01-04,False,M78
A55,2015-01-04,False,M21
A55,2015-01-04,False,M56
A55,2015-01-04,False,M40
A55,2015-01-04,False,M38
A55,2015-01-04,False,M0
A55,2015-01-04,False,M7
A56,2015-01-04,False,M69
A56,2015-01-04,False,M19
A56,2015-01-04,False,M36
A56,2015-01-04,False,M23
A56,2015-01-04,False,M64
A57,2015-01-04,False,M29
A58,2015-01-04,False,M12
A58,2015-01-04,False,M35
A58,2015-01-04,False,M42
A58,2015-01-04,False,M65
A59,2015-01-04,False,M46
A59,2015-01-04,False,M40
A61,2015-01-04,False,M11
A61,2015-01-04,False,M73
A61,2015-01-04,False,M20
A61,2015-01-04,False,M10
A61,2015-01-04,False,M23
A62,2015-01-04,False,M64
A62,2015-01-04,False,M81
A62,2015-01-04,False,M2
A63,2015-01-04,False,M16
A63,2015-01-04,False,M0
A64,2015-01-04,False,M48
A64,2015-01-04,False,M11
A64,2015-01-04,False,M41
A65,2015-01-04,False,M78
A65,2015-01-04,False,M88
A65,2015-01-04,False,M34
A65,2015-01-04,False,M88
A66,2015-01-04,False,M60
A66,2015-01-04,False,M36
A67,2015-01-04,False,M61
A67,2015-01-04,False,M69
A68,2015-01-04,False,M52
A68,2015-01-04,False,M68
A68,2015-01-04,False,M94
A69,2015-01-04,False,M63
A69,2015-01-04,False,M30
A69,2015-01-04,False,M48
A69,2015-01-04,False,M19
A70,2015-01-04,False,M72
A70,2015-01-04,False,M92
A70,2015-01-04,False,M73
A71,2015-01-04,False,M19
A71,2015-01-04,False,M68
A71,2015-01-04,False,M6
A71,2015-01-04,False,M76
A71,2015-01-04,False,M92
A72,2015-01-04,False,M13
A72,2015-01-04,False,M43
A73,2015-01-04,False,M60
A74,2015-01-04,False,M47
A74,2015-01-04,False,M61
A74,2015-01-04,False,M92
A74,2015-01-04,False,M59
A75,2015-01-04,False,M31
A75,2015-01-04,False,M52
A75,2015-01-04,False,M77
A75,2015-01-04,False,M7
A75,2015-01-04,False,M73
A76,2015-01-04,False,M20
A77,2015-01-04,False,M72
A77,2015-01-04,False,M94
A77,2015-01-04,False,M44
A77,2015-01-04,False,M50
A77,2015-01-04,False,M26
A77,2015-01-04,False,M94
A78,2015-01-04,False,M78
A79,2015-01-04,False,M98
A80,2015-01-04,False,M39
A80,2015-01-04,False,M30
A80,2015-01-04,False,M42
A81,2015-01-04,False,M39
A81,2015-01-04,False,M97
A82,2015-01-04,False,M51
A82,2015-01-04,False,M23
A82,2015-01-04,False,M30
A82,2015-01-04,False,M25
A82,2015-01-04,False,M60
A82,2015-01-04,False,M57
A83,2015-01-04,False,M67
A83,2015-01-04,False,M42
A84,2015-01-04,False,M89
A84,2015-01-04,False,M19
A84,2015-01-04,False,M94
A85,2015-01-04,False,M86
A86,2015-01-04,False,M68
A86,2015-01-04,False,M14
A86,2015-01-04,False,M65
A86,2015-01-04,False,M65
A87,2015-01-04,False,M2
A87,2015-01-04,False,M87
A88,2015-01-04,False,M23
A88,2015-01-04,False,M4
A88,2015-01-04,False,M81
A88,2015-01-04,False,M27
A89,2015-01-04,False,M29
A89,2015-01-04,False,M3
A89,2015-01-04,False,M45
A89,2015-01-04,False,M16
A90,2015-01-04,False,M7
A90,2015-01-04,False,M19
A90,2015-01-04,False,M27
A90,2015-01-04,False,M45
A90,2015-01-04,False,M8
A91,2015-01-04,False,M8
A91,2015-01-04,False,M61
A92,2015-01-04,False,M66
A92,2015-01-04,False,M92
A92,2015-01-04,False,M28
A92,2015-01-04,False,M41
A92,2015-01-04,False,M35
A92,2015-01-04,False,M32
A93,2015-01-04,False,M76
A94,2015-01-04,False,M41
A94,2015-01-04,False,M1
A94,2015-01-04,False,M5
A95,2015-01-04,False,M55
A95,2015-01-04,False,M7
A95,2015-01-04,False,M59
A96,2015-01-04,False,M75
A96,2015-01-04,False,M1
A96,2015-01-04,False,M30
A97,2015-01-04,False,M84
A97,2015-01-04,False,M15
A97,2015-01-04,False,M35
A98,2015-01-04,False,M48
A99,2015-01-04,False,M81
A100,2015-01-04,False,M59
A101,2015-01-04,False,M66
A101,2015-01-04,False,M8
A101,2015-01-04,False,M23
A101,2015-01-04,False,M44
A102,2015-01-04,False,M73
A102,2015-01-04,False,M2
A102,2015-01-04,False,M2
A102,2015-01-04,False,M60
A102,2015-01-04,False,M11
A103,2015-01-04,False,M96
A103,2015-01-04,False,M43
A104,2015-01-04,False,M57
A104,2015-01-04,False,M48
A104,2015-01-04,False,M63
A105,2015-01-04,False,M71
A105,2015-01-04,False,M92
A105,2015-01-04,False,M13
A105,2015-01-04,False,M71
A106,2015-01-04,False,M33
A106,2015-01-04,False,M81
A106,2015-01-04,False,M73
A106,2015-01-04,False,M83
A107,2015-01-04,False,M24
A107,2015-01-04,False,M79
A107,2015-01-04,False,M85
A109,2015-01-04,False,M13
A109,2015-01-04,False,M3
A109,2015-01-04,False,M91
A109,2015-01-04,False,M1
A110,2015-01-04,False,M53
A110,2015-01-04,False,M62
A111,2015-01-04,False,M0
A111,2015-01-04,False,M18
A111,2015-01-04,False,M44
A112,2015-01-04,False,M22
A112,2015-01-04,False,M36
A113,2015-01-04,False,M21
A113,2015-01-04,False,M50
A114,2015-01-04,False,M40
A115,2015-01-04,False,M47
A115,2015-01-04,False,M84
A116,2015-01-04,False,M4
A116,2015-01-04,False,M45
A116,2015-01-04,False,M99
A116,2015-01-04,False,M67
A116,2015-01-04,False,M65
A116,2015-01-04,False,M16
A116,2015-01-04,False,M27
A116,2015-01-04,False,M99
A117,2015-01-04,False,M36
A117,2015-01-04,False,M11
A117,2015-01-04,False,M94
A118,2015-01-04,False,M47
A118,2015-01-04,False,M41
A118,2015-01-04,False,M88
A119,2015-01-04,False,M27
A119,2015-01-04,False,M88
A119,2015-01-04,False,M29
A119,2015-01-04,False,M10
A120,2015-01-04,False,M15
A120,2015-01-04,False,M68
A120,2015-01-04,False,M5
A121,2015-01-04,False,M73
A121,2015-01-04,False,M47
A121,2015-01-04,False,M63
A121,2015-01-04,False,M98
A121,2015-01-04,False,M27
A121,2015-01-04,False,M28
A122,2015-01-04,False,M98
A122,2015-01-04,False,M20
A123,2015-01-04,False,M13
A123,2015-01-04,False,M2
A123,2015-01-04,False,M20
A123,2015-01-04,False,M82
A123,2015-01-04,False,M47
A123,2015-01-04,False,M29
A124,2015-01-04,False,M29
A124,2015-01-04,False,M78
A124,2015-01-04,False,M58
A124,2015-01-04,False,M59
A125,2015-01-04,True,M37
A126,2015-01-04,False,M36
A126,2015-01-04,False,M20
A126,2015-01-04,False,M31
A126,2015-01-04,False,M59
A127,2015-01-04,False,M80
A127,2015-01-04,False,M72
A127,2015-01-04,False,M46
A127,2015-01-04,False,M90
A128,2015-01-04,False,M78
A129,2015-01-04,False,M94
A129,2015-01-04,False,M81
A130,2015-01-04,False,M0
A130,2015-01-04,False,M78
A131,2015-01-04,False,M31
A131,2015-01-04,False,M7
A131,2015-01-04,False,M7
A131,2015-01-04,False,M12
A132,2015-01-04,False,M71
A132,2015-01-04,False,M76
A133,2015-01-04,False,M3
A133,2015-01-04,False,M31
A133,2015-01-04,False,M75
A134,2015-01-04,False,M4
A134,2015-01-04,False,M20
A135,2015-01-04,False,M5
A135,2015-01-04,False,M47
A135,2015-01-04,False,M26
A135,2015-01-04,False,M26
A135,2015-01-04,False,M60
A136,2015-01-04,False,M36
A136,2015-01-04,False,M57
A136,2015-01-04,False,M15
A137,2015-01-04,False,M80
A137,2015-01-04,False,M60
A137,2015-01-04,False,M44
A137,2015-01-04,False,M52
A138,2015-01-04,False,M81
A138,2015-01-04,False,M78
A138,2015-01-04,False,M19
A139,2015-01-04,False,M64
A139,2015-01-04,False,M50
A139,2015-01-04,False,M96
A139,2015-01-04,False,M43
A139,2015-01-04,False,M2
A139,2015-01-04,False,M75
A140,2015-01-04,False,M4
A141,2015-01-04,False,M84
A142,2015-01-04,False,M10
A142,2015-01-04,False,M28
A142,2015-01-04,False,M3
A143,2015-01-04,False,M68
A143,2015-01-04,False,M60
A143,2015-01-04,False,M27
A143,2015-01-04,False,M86
A143,2015-01-04,False,M80
A143,2015-01-04,False,M82
A144,2015-01-04,False,M27
A144,2015-01-04,False,M17
A144,2015-01-04,False,M57
A144,2015-01-04,False,M27
A145,2015-01-04,False,M82
A145,2015-01-04,False,M99
A145,2015-01-04,False,M83
A145,2015-01-04,False,M20
A146,2015-01-04,False,M52
A146,2015-01-04,False,M86
A147,2015-01-04,False,M4
A147,2015-01-04,False,M77
A147,2015-01-04,False,M75
A149,2015-01-04,False,M84
A149,2015-01-04,False,M57
A149,2015-01-04,False,M27
A149,2015-01-04,False,M37
A151,2015-01-04,False,M28
A151,2015-01-04,False,M60
A151,2015-01-04,False,M61
A151,2015-01-04,False,M31
A151,2015-01-04,False,M70
A151,2015-01-04,False,M11
A151,2015-01-04,False,M56
A152,2015-01-04,False,M46
A152,2015-01-04,False,M60
A153,2015-01-04,False,M84
A154,2015-01-04,False,M64
A154,2015-01-04,False,M73
A154,2015-01-04,False,M71
A154,2015-01-04,False,M48
A154,2015-01-04,False,M85
A155,2015-01-04,False,M26
A155,2015-01-04,False,M52
A156,2015-01-04,False,M16
A157,2015-01-04,False,M47
A157,2015-01-04,False,M12
A157,2015-01-04,False,M77
A158,2015-01-04,False,M2
A158,2015-01-04,False,M68
A158,2015-01-04,False,M23
A159,2015-01-04,False,M13
A159,2015-01-04,False,M47
A160,2015-01-04,False,M52
A161,2015-01-04,False,M85
A161,2015-01-04,False,M97
A161,2015-01-04,False,M9
A161,2015-01-04,False,M45
A162,2015-01-04,False,M27
A162,2015-01-04,False,M9
A162,2015-01-04,False,M14
A162,2015-01-04,False,M0
A162,2015-01-04,False,M95
A162,2015-01-04,False,M20
A163,2015-01-04,False,M24
A163,2015-01-04,False,M62
A163,2015-01-04,False,M65
A164,2015-01-04,False,M37
A164,2015-01-04,False,M67
A164,2015-01-04,False,M42
A164,2015-01-04,False,M58
A164,2015-01-04,False,M91
A164,2015-01-04,False,M58
A165,2015-01-04,True,M49
A165,2015-01-04,False,M87
A165,2015-01-04,False,M16
A165,2015-01-04,False,M88
A166,2015-01-04,False,M76
A167,2015-01-04,False,M76
A167,2015-01-04,False,M1
A167,2015-01-04,False,M38
A167,2015-01-04,False,M86
A167,2015-01-04,False,M48
A168,2015-01-04,False,M21
A168,2015-01-04,False,M24
A168,2015-01-04,False,M87
A169,2015-01-04,False,M34
A169,2015-01-04,False,M18
A171,2015-01-04,False,M3
A171,2015-01-04,False,M5
A171,2015-01-04,False,M54
A171,2015-01-04,False,M31
A172,2015-01-04,False,M60
A172,2015-01-04,False,M44
A172,2015-01-04,False,M82
A172,2015-01-04,False,M65
A172,2015-01-04,False,M84
A173,2015-01-04,False,M59
A174,2015-01-04,False,M21
A174,2015-01-04,False,M53
A175,2015-01-04,False,M88
A175,2015-01-04,False,M41
A176,2015-01-04,False,M77
A176,2015-01-04,False,M92
A177,2015-01-04,False,M11
A177,2015-01-04,False,M21
A177,2015-01-04,False,M26
A177,2015-01-04,False,M98
A178,2015-01-04,False,M84
A178,2015-01-04,False,M70
A179,2015-01-04,False,M83
A180,2015-01-04,False,M74
A181,2015-01-04,False,M38
A181,2015-01-04,False,M89
A182,2015-01-04,False,M92
A183,2015-01-04,False,M34
A183,2015-01-04,False,M89
A183,2015-01-04,False,M56
A183,2015-01-04,False,M75
A184,2015-01-04,False,M72
A184,2015-01-04,False,M97
A184,2015-01-04,False,M50
A185,2015-01-04,False,M43
A185,2015-01-04,False,M30
A185,2015-01-04,False,M39
A185,2015-01-04,False,M70
A185,2015-01-04,False,M97
A185,2015-01-04,False,M50
A186,2015-01-04,False,M63
A186,2015-01-04,False,M68
A186,2015-01-04,False,M47
A187,2015-01-04,False,M31
A187,2015-01-04,False,M10
A187,2015-01-04,False,M79
A187,2015-01-04,False,M83
A188,2015-01-04,False,M5
A188,2015-01-04,False,M35
A188,2015-01-04,False,M81
A188,2015-01-04,False,M4
A188,2015-01-04,False,M48
A189,2015-01-04,False,M5
A190,2015-01-04,False,M80
A190,2015-01-04,False,M99
A190,2015-01-04,False,M66
A190,2015-01-04,False,M73
A190,2015-01-04,False,M33
A191,2015-01-04,False,M54
A191,2015-01-04,False,M89
A192,2015-01-04,False,M79
A192,2015-01-04,False,M86
A192,2015-01-04,False,M82
A193,2015-01-04,False,M53
A193,2015-01-04,False,M98
A193,2015-01-04,False,M47
A193,2015-01-04,False,M94
A194,2015-01-04,False,M47
A194,2015-01-04,False,M60
A194,2015-01-04,False,M11
A194,2015-01-04,False,M39
A195,2015-01-04,False,M34
A195,2015-01-04,False,M1
A195,2015-01-04,False,M48
A197,2015-01-04,False,M73
A197,2015-01-04,False,M27
A197,2015-01-04,False,M83
A197,2015-01-04,False,M45
A197,2015-01-04,False,M87
A198,2015-01-04,False,M4
A198,2015-01-04,False,M48
A199,2015-01-04,False,M24
A199,2015-01-04,False,M15
A199,2015-01-04,False,M90
A199,2015-01-04,False,M70
A199,2015-01-04,False,M12
A199,2015-01-04,False,M23
A199,2015-01-04,False,M23
A200,2015-01-04,False,M56
A200,2015-01-04,False,M3
A200,2015-01-04,False,M57
A200,2015-01-04,False,M91
A200,2015-01-04,False,M14
A201,2015-01-04,False,M49
A201,2015-01-04,False,M66
A201,2015-01-04,False,M80
A201,2015-01-04,False,M46
A202,2015-01-04,False,M95
A203,2015-01-04,False,M65
A203,2015-01-04,False,M40
A203,2015-01-04,False,M86
A204,2015-01-04,False,M86
A204,2015-01-04,False,M11
A205,2015-01-04,False,M29
A206,2015-01-04,False,M28
A206,2015-01-04,False,M47
A206,2015-01-04,False,M86
A206,2015-01-04,False,M50
A207,2015-01-04,False,M71
A208,2015-01-04,False,M89
A210,2015-01-04,False,M14
A210,2015-01-04,False,M97
A211,2015-01-04,False,M15
A211,2015-01-04,False,M38
A211,2015-01-04,False,M51
A211,2015-01-04,False,M41
A212,2015-01-04,False,M33
A212,2015-01-04,False,M88
A212,2015-01-04,False,M8
A212,2015-01-04,False,M66
A213,2015-01-04,False,M30
A213,2015-01-04,False,M35
A214,2015-01-04,False,M17
A214,2015-01-04,False,M19
A214,2015-01-04,False,M40
A215,2015-01-04,False,M73
A215,2015-01-04,False,M19
A216,2015-01-04,False,M52
A216,2015-01-04,False,M61
A216,2015-01-04,False,M30
A216,2015-01-04,False,M65
A216,2015-01-04,False,M50
A217,2015-01-04,False,M89
A217,2015-01-04,False,M21
A217,2015-01-04,False,M51
A217,2015-01-04,False,M65
A218,2015-01-04,False,M35
A218,2015-01-04,False,M88
A218,2015-01-04,False,M37
A218,2015-01-04,False,M78
A219,2015-01-04,False,M72
A219,2015-01-04,False,M79
A219,2015-01-04,False,M35
A219,2015-01-04,False,M36
A220,2015-01-04,False,M45
A220,2015-01-04,False,M32
A220,2015-01-04,False,M87
A221,2015-01-04,False,M77
A221,2015-01-04,False,M23
A221,2015-01-04,False,M85
A221,2015-01-04,False,M56
A222,2015-01-04,False,M87
A222,2015-01-04,False,M50
A223,2015-01-04,False,M22
A223,2015-01-04,False,M81
A224,2015-01-04,False,M97
A224,2015-01-04,False,M48
A224,2015-01-04,False,M57
A225,2015-01-04,False,M32
A225,2015-01-04,False,M80
A225,2015-01-04,False,M32
A225,2015-01-04,False,M17
A226,2015-01-04,False,M50
A226,2015-01-04,False,M80
A226,2015-01-04,False,M83
A226,2015-01-04,False,M71
A226,2015-01-04,False,M12
A227,2015-01-04,False,M64
A227,2015-01-04,False,M35
A227,2015-01-04,False,M50
A227,2015-01-04,False,M31
A228,2015-01-04,False,M39
A228,2015-01-04,False,M87
A228,2015-01-04,False,M80
A228,2015-01-04,False,M53
A228,2015-01-04,False,M15
A228,2015-01-04,False,M56
A228,2015-01-04,False,M30
A229,2015-01-04,False,M45
A229,2015-01-04,False,M62
A229,2015-01-04,False,M87
A229,2015-01-04,False,M86
A230,2015-01-04,False,M0
A230,2015-01-04,False,M17
A230,2015-01-04,False,M83
A230,2015-01-04,False,M50
A231,2015-01-04,False,M24
A231,2015-01-04,False,M30
A231,2015-01-04,False,M40
A231,2015-01-04,False,M68
A232,2015-01-04,False,M20
A232,2015-01-04,False,M43
A232,2015-01-04,False,M27
A232,2015-01-04,False,M55
A232,2015-01-04,False,M74
A232,2015-01-04,False,M31
A232,2015-01-04,False,M95
A233,2015-01-04,False,M19
A233,2015-01-04,False,M17
A234,2015-01-04,False,M33
A234,2015-01-04,False,M79
A234,2015-01-04,False,M16
A234,2015-01-04,False,M96
A234,2015-01-04,False,M21
A235,2015-01-04,False,M78
A235,2015-01-04,False,M9
A235,2015-01-04,False,M61
A235,2015-01-04,False,M75
A235,2015-01-04,False,M13
A237,2015-01-04,False,M57
A237,2015-01-04,False,M99
A238,2015-01-04,False,M54
A238,2015-01-04,False,M67
A238,2015-01-04,False,M99
A238,2015-01-04,False,M10
A239,2015-01-04,False,M13
A239,2015-01-04,False,M59
A239,2015-01-04,False,M34
A239,2015-01-04,False,M10
A239,2015-01-04,False,M80
A239,2015-01-04,False,M41
A241,2015-01-04,False,M4
A241,2015-01-04,False,M39
A241,2015-01-04,False,M37
A241,2015-01-04,False,M9
A241,2015-01-04,False,M96
A242,2015-01-04,False,M51
A243,2015-01-04,False,M81
A243,2015-01-04,False,M85
A243,2015-01-04,False,M91
A243,2015-01-04,False,M74
A244,2015-01-04,False,M39
A244,2015-01-04,False,M31
A244,2015-01-04,False,M20
A244,2015-01-04,False,M77
A244,2015-01-04,False,M50
A244,2015-01-04,False,M69
A244,2015-01-04,False,M12
A245,2015-01-04,False,M16
A245,2015-01-04,False,M21
A245,2015-01-04,False,M62
A245,2015-01-04,False,M36
A246,2015-01-04,False,M39
A247,2015-01-04,False,M22
A247,2015-01-04,False,M41
A248,2015-01-04,False,M68
A248,2015-01-04,False,M96
A248,2015-01-04,False,M51
A248,2015-01-04,False,M53
A248,2015-01-04,False,M21
A249,2015-01-04,False,M37
A249,2015-01-04,False,M99
A250,2015-01-04,False,M7
A250,2015-01-04,False,M99
A251,2015-01-04,False,M6
A252,2015-01-04,False,M94
A252,2015-01-04,False,M99
A253,2015-01-04,False,M25
A253,2015-01-04,False,M3
A254,2015-01-04,False,M99
A254,2015-01-04,False,M3
A254,2015-01-04,False,M4
A254,2015-01-04,False,M19
A254,2015-01-04,False,M95
A255,2015-01-04,False,M31
A255,2015-01-04,False,M33
A256,2015-01-04,False,M21
A256,2015-01-04,False,M47
A256,2015-01-04,False,M85
A257,2015-01-04,False,M24
A257,2015-01-04,False,M42
A257,2015-01-04,False,M55
A257,2015-01-04,False,M33
A258,2015-01-04,False,M42
A259,2015-01-04,False,M21
A259,2015-01-04,False,M68
A259,2015-01-04,False,M75
A260,2015-01-04,False,M12
A260,2015-01-04,False,M49
A260,2015-01-04,False,M70
A260,2015-01-04,False,M49
A261,2015-01-04,False,M92
A261,2015-01-04,False,M20
A261,2015-01-04,False,M94
A262,2015-01-04,False,M51
A262,2015-01-04,False,M43
A263,2015-01-04,False,M73
A263,2015-01-04,False,M17
A263,2015-01-04,False,M70
A263,2015-01-04,False,M73
A264,2015-01-04,False,M71
A264,2015-01-04,False,M87
A264,2015-01-04,False,M34
A264,2015-01-04,False,M28
A264,2015-01-04,False,M93
A265,2015-01-04,False,M64
A265,2015-01-04,False,M34
A265,2015-01-04,False,M32
A266,2015-01-04,True,M88
A266,2015-01-04,False,M84
A267,2015-01-04,False,M40
A267,2015-01-04,False,M65
A267,2015-01-04,False,M65
A267,2015-01-04,False,M41
A267,2015-01-04,False,M62
A268,2015-01-04,False,M75
A268,2015-01-04,False,M58
A268,2015-01-04,False,M69
A268,2015-01-04,False,M99
A269,2015-01-04,False,M93
A269,2015-01-04,False,M41
A270,2015-01-04,False,M86
A270,2015-01-04,False,M6
A270,2015-01-04,False,M98
A270,2015-01-04,False,M76
A270,2015-01-04,False,M38
A270,2015-01-04,False,M91
A270,2015-01-04,False,M88
A271,2015-01-04,False,M53
A271,2015-01-04,False,M50
A271,2015-01-04,False,M66
A272,2015-01-04,False,M27
A272,2015-01-04,False,M97
A272,2015-01-04,False,M98
A273,2015-01-04,False,M56
A274,2015-01-04,False,M52
A274,2015-01-04,False,M54
A275,2015-01-04,False,M41
A275,2015-01-04,False,M82
A275,2015-01-04,False,M38
A277,2015-01-04,False,M61
A277,2015-01-04,False,M4
A278,2015-01-04,False,M72
A278,2015-01-04,False,M30
A278,2015-01-04,True,M94
A278,2015-01-04,False,M22
A278,2015-01-04,False,M79
A279,2015-01-04,False,M14
A280,2015-01-04,False,M10
A280,2015-01-04,False,M7
A280,2015-01-04,False,M27
A280,2015-01-04,False,M13
A280,2015-01-04,False,M88
A281,2015-01-04,False,M92
A281,2015-01-04,False,M98
A281,2015-01-04,False,M57
A282,2015-01-04,False,M54
A282,2015-01-04,False,M49
A282,2015-01-04,False,M57
A283,2015-01-04,False,M2
A283,2015-01-04,False,M62
A283,2015-01-04,False,M9
A283,2015-01-04,False,M98
A284,2015-01-04,False,M50
A285,2015-01-04,False,M46
A285,2015-01-04,False,M55
A286,2015-01-04,False,M41
A286,2015-01-04,False,M42
A286,2015-01-04,False,M29
A286,2015-01-04,False,M28
A287,2015-01-04,False,M70
A287,2015-01-04,False,M94
A288,2015-01-04,False,M89
A288,2015-01-04,False,M52
A288,2015-01-04,False,M41
A288,2015-01-04,False,M60
A288,2015-01-04,False,M73
A288,2015-01-04,False,M37
A288,2015-01-04,False,M67
A289,2015-01-04,False,M78
A290,2015-01-04,False,M26
A290,2015-01-04,False,M23
A291,2015-01-04,False,M20
A291,2015-01-04,False,M10
A291,2015-01-04,False,M87
A291,2015-01-04,False,M94
A291,2015-01-04,False,M76
A292,2015-01-04,False,M70
A292,2015-01-04,False,M72
A292,2015-01-04,False,M63
A292,2015-01-04,False,M36
A293,2015-01-04,False,M82
A294,2015-01-04,False,M57
A294,2015-01-04,False,M16
A295,2015-01-04,False,M85
